risk_aversion,drug_tolerance,beta,risk_error,prescribing_prob,addict_risk_aversion,addict_drug_tolerance,addict_risk_aversion_growth,search_cost,prescriptions,consumption,V0,V1
low,high,0.94,-0.13543335595197836,0.3869401509620849,0.2,0.7,0.06456664404802165,1.3065299245189577,7.0,4.9000014660893205,75.42546203643542,75.42546203643542
low,high,0.94,0.013571933191954107,0.7422878181587435,0.2,0.7,0.2135719331919541,1.1288560909206282,7.0,4.9005016022484265,75.42546203643542,75.42546203643542
low,low,0.94,-0.018805166987933084,0.4663471153084483,0.2,0.3,0.18119483301206693,1.2668264423457758,3.0,0.9002474264734588,75.42546203643542,75.42546203643542
high,high,0.94,-0.22999865089401894,0.6092146212661729,0.8,0.7,0.5700013491059811,1.1953926893669136,7.0,5.492045998245322,75.42546203643542,75.42546203643542
low,low,0.94,-0.0470982843673517,0.60768972850909,0.2,0.3,0.15290171563264832,1.196155135745455,3.0,0.9000999653063995,75.42546203643542,75.42546203643542
high,high,0.94,0.12056435760978364,0.44823704781424745,0.8,0.7,0.9205643576097837,1.2758814760928763,7.0,6.050477228386452,75.42546203643542,75.42546203643542
low,high,0.94,-0.17156694818583407,0.6815735791216757,0.2,0.7,0.028433051814165944,1.1592132104391621,7.0,4.900000021541736,75.42546203643542,75.42546203643542
low,low,0.94,-0.15317875837223807,0.06521496382707892,0.2,0.3,0.04682124162776194,1.4673925180864607,3.0,0.9000003301877311,75.42546203643542,75.42546203643542
low,low,0.94,0.1679178740915964,0.07027827399825348,0.2,0.3,0.3679178740915964,1.4648608630008733,3.0,0.909875311683138,75.42546203643542,75.42546203643542
low,high,0.94,0.08722818385254792,0.48124929403742767,0.2,0.7,0.28722818385254795,1.2593753529812861,7.0,4.902462013616124,75.42546203643542,75.42546203643542
high,high,0.94,-0.2226700844900083,0.7949452844939566,0.8,0.7,0.5773299155099918,1.1025273577530217,7.0,5.454842157889638,75.42546203643542,75.42546203643542
low,high,0.94,-0.2424324325173878,0.39073321803202365,0.2,0.7,-0.04243243251738779,1.3046333909839882,7.0,4.899999820535672,75.42546203643542,75.42546203643542
high,low,0.94,-0.1780732201749412,0.33390597982488146,0.8,0.3,0.6219267798250588,1.3330470100875593,3.0,1.6362402174039556,75.42546203643542,75.42546203643542
low,high,0.94,0.07576694222554771,0.7684560067499814,0.2,0.7,0.2757669422255477,1.1157719966250093,7.0,4.901779452809994,75.42546203643542,75.42546203643542
high,low,0.94,-0.041612065133794035,0.7356801884951155,0.8,0.3,0.758387934866206,1.1321599057524423,3.0,1.7012573747436504,75.42546203643542,75.42546203643542
high,high,0.94,-0.13164646392225196,0.23157173108176554,0.8,0.7,0.6683535360777481,1.3842141344591172,7.0,5.73649065252954,75.42546203643542,75.42546203643542
low,low,0.94,0.08829963428393885,0.0554106797386581,0.2,0.3,0.28829963428393884,1.472294660130671,3.0,0.9029323458721632,75.42546203643542,75.42546203643542
low,high,0.94,0.019281164250011987,0.5807453303687082,0.2,0.7,0.21928116425001198,1.2096273348156459,7.0,4.90061327919835,75.42546203643542,75.42546203643542
low,low,0.94,0.061324238931144096,0.10325476112096887,0.2,0.3,0.2613242389311441,1.4483726194395157,3.0,0.9017651384586564,75.42546203643542,75.42546203643542
high,high,0.94,-0.06123952302312355,0.5835573570503936,0.8,0.7,0.7387604769768765,1.2082213214748032,7.0,5.727515356218626,75.42546203643542,75.42546203643542
low,low,0.94,0.018037662868451706,0.5337959220660029,0.2,0.3,0.21803766286845172,1.2331020389669987,3.0,0.9006076543439543,75.42546203643542,75.42546203643542
high,low,0.94,-0.10143996456101678,0.1298839671100387,0.8,0.3,0.6985600354389833,1.4350580164449807,3.0,1.8164823997614188,75.42546203643542,75.42546203643542
low,high,0.94,-0.07699653126347127,0.10003452593459605,0.2,0.7,0.12300346873652875,1.4499827370327019,7.0,4.900040827202791,75.42546203643542,75.42546203643542
low,high,0.94,-0.021950533220281128,0.1501288928120067,0.2,0.7,0.1780494667797189,1.4249355535939967,7.0,4.900254975592504,75.42546203643542,75.42546203643542
low,high,0.94,0.1514510197043525,0.14482192654794435,0.2,0.7,0.35145101970435255,1.4275890367260278,7.0,4.90765468357368,75.42546203643542,75.42546203643542
high,low,0.94,-0.13962937119335142,0.655289869255593,0.8,0.3,0.6603706288066487,1.1723550653722035,3.0,1.5979010479397648,75.42546203643542,75.42546203643542
high,high,0.94,-0.024959713901063607,0.6994086231759393,0.8,0.7,0.7750402860989365,1.1502956884120303,7.0,5.73649786867859,75.42546203643542,75.42546203643542
high,low,0.94,0.09696654633277506,0.996281457499323,0.8,0.3,0.8969665463327751,1.0018592712503385,3.0,1.7745346646621174,75.42546203643542,75.42546203643542
low,low,0.94,0.011891541408792618,0.8632428625827544,0.2,0.3,0.21189154140879263,1.068378568708623,3.0,0.9004563449710825,75.42546203643542,75.42546203643542
low,low,0.94,-0.0597121674469481,0.9225848084712879,0.2,0.3,0.1402878325530519,1.0387075957643561,3.0,0.9000564408225797,75.42546203643542,75.42546203643542
low,high,0.94,0.013806895365828737,0.9966962325726367,0.2,0.7,0.21380689536582875,1.0016518837136816,7.0,4.900447533292523,75.42546203643542,75.42546203643542
high,low,0.94,-0.16344442473202803,0.3346286047390662,0.8,0.3,0.636555575267972,1.3326856976304668,3.0,1.6577451140720247,75.42546203643542,75.42546203643542
low,high,0.94,-0.16059109779190023,0.38550063885684527,0.2,0.7,0.03940890220809978,1.3072496805715774,7.0,4.900000124259679,75.42546203643542,75.42546203643542
low,high,0.94,-0.05141699481293508,0.19616902398933667,0.2,0.7,0.14858300518706494,1.4019154880053317,7.0,4.900101523720239,75.42546203643542,75.42546203643542
low,low,0.94,0.17119817856591435,0.3642796114433261,0.2,0.3,0.37119817856591436,1.317860194278337,3.0,0.9092874935027891,75.42546203643542,75.42546203643542
high,high,0.94,-0.10888325045817211,0.456624040613804,0.8,0.7,0.6911167495418279,1.271687979693098,7.0,5.701345567937437,75.42546203643542,75.42546203643542
high,high,0.94,-0.00241845110322195,0.2731947250200343,0.8,0.7,0.7975815488967781,1.3634026374899828,7.0,5.927644738397417,75.42546203643542,75.42546203643542
low,high,0.94,-0.1321367336303139,0.23088637294658354,0.2,0.7,0.06786326636968612,1.3845568135267081,7.0,4.90000199289573,75.42546203643542,75.42546203643542
high,low,0.94,-0.03476349073823214,0.920664857907381,0.8,0.3,0.7652365092617679,1.0396675710463095,3.0,1.6441133569249,75.42546203643542,75.42546203643542
low,low,0.94,0.10026340435063588,0.5785008401613552,0.2,0.3,0.3002634043506359,1.2107495799193224,3.0,0.9029550603068486,75.42546203643542,75.42546203643542
high,high,0.94,-0.21986917625569946,0.5143078039077085,0.8,0.7,0.5801308237443006,1.2428460980461458,7.0,5.529252253683412,75.42546203643542,75.42546203643542
high,high,0.94,-0.08725181463753084,0.8220751646339549,0.8,0.7,0.7127481853624692,1.0889624176830226,7.0,5.613153539420789,75.42546203643542,75.42546203643542
high,high,0.94,-0.08401251336916588,0.2792955514504607,0.8,0.7,0.7159874866308342,1.3603522242747697,7.0,5.795948736358207,75.42546203643542,75.42546203643542
high,high,0.94,0.11635404420633251,0.517399287863681,0.8,0.7,0.9163540442063326,1.2413003560681595,7.0,6.012899650650842,75.42546203643542,75.42546203643542
high,high,0.94,-0.009322653896852223,0.49776049863932514,0.8,0.7,0.7906773461031478,1.2511197506803375,7.0,5.832820324365844,75.42546203643542,75.42546203643542
low,low,0.94,-0.01991697743623056,0.7981665828751554,0.2,0.3,0.18008302256376946,1.1009167085624223,3.0,0.9002085058862616,75.42546203643542,75.42546203643542
low,high,0.94,0.03360704504296979,0.6056396661872384,0.2,0.7,0.2336070450429698,1.1971801669063808,7.0,4.90083289296378,75.42546203643542,75.42546203643542
high,low,0.94,0.0015017252022960243,0.3765449105576495,0.8,0.3,0.8015017252022961,1.3117275447211751,3.0,1.8947735176228564,75.42546203643542,75.42546203643542
high,high,0.94,0.10433776138136491,0.48104254108595357,0.8,0.7,0.904337761381365,1.2594787294570233,7.0,6.010718918975339,75.42546203643542,75.42546203643542
low,high,0.94,-0.017162007511586804,0.6140883263979579,0.2,0.7,0.1828379924884132,1.1929558368010211,7.0,4.900243756714423,75.42546203643542,75.42546203643542
low,high,0.94,-0.047043702157140044,0.46161867450147065,0.2,0.7,0.15295629784285997,1.2691906627492646,7.0,4.900106258501087,75.42546203643542,75.42546203643542
low,high,0.94,-0.1622772437048465,0.3582543592118864,0.2,0.7,0.03772275629515351,1.3208728203940567,7.0,4.900000100896962,75.42546203643542,75.42546203643542
low,low,0.94,-0.0636137408294048,0.43744028565055426,0.2,0.3,0.13638625917059521,1.2812798571747228,3.0,0.9000604640295561,75.42546203643542,75.42546203643542
high,high,0.94,-0.06620414107560484,0.07675462466787952,0.8,0.7,0.7337958589243953,1.4616226876660603,7.0,5.892668741188455,75.42546203643542,75.42546203643542
high,high,0.94,0.07746776445109525,0.20434707766161198,0.8,0.7,0.8774677644510953,1.397826461169194,7.0,6.0871134373430476,75.42546203643542,75.42546203643542
low,high,0.94,-0.029120080696063436,0.6547415728604328,0.2,0.7,0.1708799193039366,1.1726292135697836,7.0,4.90017085034527,75.42546203643542,75.42546203643542
low,high,0.94,-0.17803119981038518,0.43768308569108827,0.2,0.7,0.021968800189614834,1.2811584571544559,7.0,4.900000006555933,75.42546203643542,75.42546203643542
low,high,0.94,-0.012765942064665001,0.8879338863436137,0.2,0.7,0.187234057935335,1.056033056828193,7.0,4.900242997475941,75.42546203643542,75.42546203643542
high,low,0.94,0.19471055915665447,0.6517596022295187,0.8,0.3,0.9947105591566545,1.1741201988852406,3.0,2.066362289293311,75.42546203643542,75.42546203643542
low,low,0.94,-0.027946235739064004,0.5346257242284194,0.2,0.3,0.172053764260936,1.2326871378857902,3.0,0.9001858547898142,75.42546203643542,75.42546203643542
high,high,0.94,-0.06332167346091598,0.27965229441578254,0.8,0.7,0.736678326539084,1.3601738527921088,7.0,5.828307347859071,75.42546203643542,75.42546203643542
high,high,0.94,0.009001624301447955,0.5173947169698407,0.8,0.7,0.809001624301448,1.2413026415150796,7.0,5.852389111520129,75.42546203643542,75.42546203643542
low,high,0.94,0.07339381522278753,0.914469094797395,0.2,0.7,0.27339381522278755,1.0427654526013024,7.0,4.901592685633043,75.42546203643542,75.42546203643542
high,low,0.94,-0.08217645753571891,0.23343254075108466,0.8,0.3,0.7178235424642812,1.3832837296244578,3.0,1.8139730519782664,75.42546203643542,75.42546203643542
high,low,0.94,0.11151558278072363,0.588841850431544,0.8,0.3,0.9115155827807236,1.2055790747842279,3.0,1.9737441809490834,75.42546203643542,75.42546203643542
low,low,0.94,-0.02446467863724423,0.6718980949514877,0.2,0.3,0.1755353213627558,1.1640509525242562,3.0,0.9001939968079301,75.42546203643542,75.42546203643542
low,high,0.94,0.12785484142766154,0.8993995576143444,0.2,0.7,0.3278548414276615,1.0503002211928278,7.0,4.90397851924605,75.42546203643542,75.42546203643542
high,low,0.94,0.01945245845239787,0.8652810583286746,0.8,0.3,0.8194524584523979,1.0673594708356626,3.0,1.7321764303102674,75.42546203643542,75.42546203643542
low,low,0.94,0.03933990584029776,0.025964820581972026,0.2,0.3,0.23933990584029777,1.4870175897090139,3.0,0.9011678624232167,75.42546203643542,75.42546203643542
low,high,0.94,0.13252633809740685,0.4245541727661777,0.2,0.7,0.33252633809740684,1.287722913616911,7.0,4.905235433798014,75.42546203643542,75.42546203643542
high,high,0.94,-0.037042780013134734,0.11435140933556265,0.8,0.7,0.7629572199868653,1.4428242953322186,7.0,5.928818300067964,75.42546203643542,75.42546203643542
low,high,0.94,0.001804726117232494,0.4540383315651709,0.2,0.7,0.2018047261172325,1.2729808342174145,7.0,4.900426067619195,75.42546203643542,75.42546203643542
high,high,0.94,-0.06400743432235402,0.3118707528038658,0.8,0.7,0.735992565677646,1.344064623598067,7.0,5.816245669037028,75.42546203643542,75.42546203643542
low,low,0.94,-0.007528828948927674,0.45921648262345915,0.2,0.3,0.19247117105107234,1.2703917586882705,3.0,0.900335556851818,75.42546203643542,75.42546203643542
high,low,0.94,-0.08840625879340328,0.34350179737478836,0.8,0.3,0.7115937412065968,1.3282491013126059,3.0,1.7680998481474717,75.42546203643542,75.42546203643542
low,low,0.94,0.041472829331635805,0.1842040250958863,0.2,0.3,0.24147282933163583,1.4078979874520567,3.0,0.9011558794481289,75.42546203643542,75.42546203643542
low,low,0.94,0.15161053566911617,0.8383396138215268,0.2,0.3,0.35161053566911615,1.0808301930892366,3.0,0.9058085384332356,75.42546203643542,75.42546203643542
high,low,0.94,0.05296588741077638,0.7121443075158,0.8,0.3,0.8529658874107764,1.1439278462421,3.0,1.8376984767597104,75.42546203643542,75.42546203643542
high,high,0.94,0.13369635176110345,0.3889291538360208,0.8,0.7,0.9336963517611034,1.3055354230819896,7.0,6.098245308823354,75.42546203643542,75.42546203643542
high,high,0.94,0.06472025809348624,0.8497022638707764,0.8,0.7,0.8647202580934863,1.0751488680646117,7.0,5.796526526119459,75.42546203643542,75.42546203643542
high,high,0.94,-0.13666195872371012,0.0036261447649850176,0.8,0.7,0.6633380412762899,1.4981869276175075,7.0,5.796880606778924,75.42546203643542,75.42546203643542
low,low,0.94,-0.0015326892869302066,0.07496411709857576,0.2,0.3,0.1984673107130698,1.4625179414507121,3.0,0.9004503458106964,75.42546203643542,75.42546203643542
high,high,0.94,0.05266128162036457,0.5567567649305456,0.8,0.7,0.8526612816203646,1.2216216175347272,7.0,5.900938484616665,75.42546203643542,75.42546203643542
low,low,0.94,-0.06597236150333378,0.7734492909837939,0.2,0.3,0.1340276384966662,1.113275354508103,3.0,0.900048147575496,75.42546203643542,75.42546203643542
low,low,0.94,0.0882369786183838,0.08575147628973767,0.2,0.3,0.2882369786183838,1.4571242618551312,3.0,0.9028989790254389,75.42546203643542,75.42546203643542
high,low,0.94,0.050849292820439984,0.10016582162622345,0.8,0.3,0.8508492928204401,1.4499170891868882,3.0,2.0848379918938207,75.42546203643542,75.42546203643542
low,high,0.94,0.23283862778496936,0.9222332094821829,0.2,0.7,0.4328386277849694,1.0388833952589085,7.0,4.915783265516716,75.42546203643542,75.42546203643542
low,high,0.94,-0.0033226561612635474,0.041661986289918795,0.2,0.7,0.19667734383873647,1.4791690068550407,7.0,4.9004353008053245,75.42546203643542,75.42546203643542
high,low,0.94,-0.21426622848126153,0.38701708041430327,0.8,0.3,0.5857337715187385,1.3064914597928483,3.0,1.5694712113066966,75.42546203643542,75.42546203643542
low,low,0.94,-0.1334445716203196,0.6661186780814292,0.2,0.3,0.0665554283796804,1.1669406609592854,3.0,0.9000015239341037,75.42546203643542,75.42546203643542
low,high,0.94,-0.08899742901141358,0.1357548188612877,0.2,0.7,0.11100257098858643,1.4321225905693562,7.0,4.9000241348933775,75.42546203643542,75.42546203643542
high,high,0.94,0.055222041207682676,0.24216412319863678,0.8,0.7,0.8552220412076827,1.3789179384006816,7.0,6.034062599246315,75.42546203643542,75.42546203643542
high,high,0.94,-0.1276994634469236,0.06252855629161846,0.8,0.7,0.6723005365530764,1.4687357218541908,7.0,5.794124468754727,75.42546203643542,75.42546203643542
low,low,0.94,0.006167271637689163,0.2497862121823926,0.2,0.3,0.20616727163768916,1.3751068939088036,3.0,0.900512194696761,75.42546203643542,75.42546203643542
high,low,0.94,0.13798837826881954,0.554859614515476,0.8,0.3,0.9379883782688196,1.2225701927422619,3.0,2.0285495319357434,75.42546203643542,75.42546203643542
low,high,0.94,-0.09004294044366236,0.558606658257965,0.2,0.7,0.10995705955633765,1.2206966708710176,7.0,4.9000196210998475,75.42546203643542,75.42546203643542
high,high,0.94,0.14090652175849114,0.9750080045323131,0.8,0.7,0.9409065217584912,1.0124959977338435,7.0,5.83826693895822,75.42546203643542,75.42546203643542
high,low,0.94,-0.03242982416770869,0.5744942075850975,0.8,0.3,0.7675701758322914,1.2127528962074512,3.0,1.7713044560819875,75.42546203643542,75.42546203643542
low,high,0.94,-0.24451750245991036,0.41896654674525036,0.2,0.7,-0.044517502459910346,1.290516726627375,7.0,4.899999774359218,75.42546203643542,75.42546203643542
high,high,0.94,0.03650802478464135,0.22408614938538518,0.8,0.7,0.8365080247846414,1.3879569253073074,7.0,6.010359538371529,75.42546203643542,75.42546203643542
low,low,0.94,0.0823286866924509,0.33007875091206085,0.2,0.3,0.2823286866924509,1.3349606245439696,3.0,0.9023946579924708,75.42546203643542,75.42546203643542
high,low,0.94,-0.0488779832684999,0.032505528873737255,0.8,0.3,0.7511220167315001,1.4837472355631314,3.0,1.9375237285066584,75.42546203643542,75.42546203643542
high,high,0.94,-0.02686973748599805,0.25975486567043937,0.8,0.7,0.773130262514002,1.3701225671647803,7.0,5.893288165269127,75.42546203643542,75.42546203643542
low,high,0.94,0.06175503707838603,0.03435964270806002,0.2,0.7,0.26175503707838604,1.48282017864597,7.0,4.901822064414303,75.42546203643542,75.42546203643542
low,high,0.94,-0.07900378140357674,0.8364985066596031,0.2,0.7,0.12099621859642327,1.0817507466701985,7.0,4.900028053444489,75.42546203643542,75.42546203643542
high,low,0.94,0.18871090459735487,0.9634247942163755,0.8,0.3,0.9887109045973549,1.0182876028918122,3.0,1.903938505270285,75.42546203643542,75.42546203643542
high,high,0.94,0.10604455792219135,0.5492460528838776,0.8,0.7,0.9060445579221914,1.225376973558061,7.0,5.983195034052487,75.42546203643542,75.42546203643542
low,high,0.94,0.014098112628515295,0.028458034653140785,0.2,0.7,0.2140981126285153,1.4857709826734296,7.0,4.9006683686427674,75.42546203643542,75.42546203643542
high,high,0.94,0.13765633984807996,0.7198123205137498,0.8,0.7,0.93765633984808,1.140093839743125,7.0,5.9519502884905675,75.42546203643542,75.42546203643542
low,low,0.94,-0.10558022620246202,0.43883363314888624,0.2,0.3,0.09441977379753799,1.280583183425557,3.0,0.9000096099819653,75.42546203643542,75.42546203643542
low,high,0.94,0.1734828667261969,0.960643069258493,0.2,0.7,0.3734828667261969,1.0196784653707536,7.0,4.90740997368598,75.42546203643542,75.42546203643542
high,high,0.94,-0.16683078785914218,0.6907638122903703,0.8,0.7,0.6331692121408579,1.1546180938548147,7.0,5.552135879987896,75.42546203643542,75.42546203643542
low,low,0.94,-0.07524364493112276,0.2025790495486196,0.2,0.3,0.12475635506887725,1.3987104752256903,3.0,0.9000422708728996,75.42546203643542,75.42546203643542
high,high,0.94,-0.0181939901503465,0.29836907211248975,0.8,0.7,0.7818060098496535,1.350815463943755,7.0,5.893046944507944,75.42546203643542,75.42546203643542
high,high,0.94,0.04589032031090486,0.13038242142973155,0.8,0.7,0.8458903203109049,1.4348087892851342,7.0,6.063956091413576,75.42546203643542,75.42546203643542
high,low,0.94,-0.022103277724345748,0.08767619920216074,0.8,0.3,0.7778967222756543,1.4561619003989197,3.0,1.9638051556438076,75.42546203643542,75.42546203643542
high,high,0.94,-0.0644911865568535,0.29014208797747665,0.8,0.7,0.7355088134431466,1.3549289560112616,7.0,5.822893050195545,75.42546203643542,75.42546203643542
low,high,0.94,-0.16052558896842417,0.7545709266495566,0.2,0.7,0.03947441103157584,1.1227145366752218,7.0,4.900000107608763,75.42546203643542,75.42546203643542
high,low,0.94,-0.04592120702298277,0.7588176749186739,0.8,0.3,0.7540787929770173,1.120591162540663,3.0,1.6874411424461604,75.42546203643542,75.42546203643542
high,low,0.94,-0.02354808506191961,0.3224243442688628,0.8,0.3,0.7764519149380804,1.3387878278655685,3.0,1.8757868516414238,75.42546203643542,75.42546203643542
high,high,0.94,0.22914389049092182,0.7369006003615824,0.8,0.7,1.0291438904909218,1.1315496998192087,7.0,6.0729209919855,75.42546203643542,75.42546203643542
high,high,0.94,-0.02462846584093986,0.943284334942521,0.8,0.7,0.7753715341590601,1.0283578325287395,7.0,5.648223899883343,75.42546203643542,75.42546203643542
high,high,0.94,0.055993238435356134,0.1422207497619279,0.8,0.7,0.8559932384353561,1.428889625119036,7.0,6.076485558745029,75.42546203643542,75.42546203643542
low,low,0.94,-0.1510382532234349,0.5515021336669436,0.2,0.3,0.04896174677656512,1.2242489331665283,3.0,0.9000003444722576,75.42546203643542,75.42546203643542
low,high,0.94,-0.00942610827212966,0.531756207414513,0.2,0.7,0.19057389172787034,1.2341218962927436,7.0,4.900310223770475,75.42546203643542,75.42546203643542
high,low,0.94,0.04628008977236194,0.11868091339365217,0.8,0.3,0.846280089772362,1.440659543303174,3.0,2.06937556525469,75.42546203643542,75.42546203643542
high,low,0.94,0.0620228423808053,0.9397581826758596,0.8,0.3,0.8620228423808054,1.0301209086620702,3.0,1.7556313133442205,75.42546203643542,75.42546203643542
high,high,0.94,0.05501729706053765,0.7697966879098859,0.8,0.7,0.8550172970605376,1.115101656045057,7.0,5.816817905651472,75.42546203643542,75.42546203643542
low,high,0.94,-0.03053963313670819,0.3340412094612185,0.2,0.7,0.16946036686329183,1.3329793952693907,7.0,4.900186279107148,75.42546203643542,75.42546203643542
high,low,0.94,0.03839674921130687,0.1497343476137999,0.8,0.3,0.8383967492113069,1.4251328261931,3.0,2.043318749908906,75.42546203643542,75.42546203643542
low,high,0.94,0.016513726100330715,0.1568452821575873,0.2,0.7,0.21651372610033073,1.4215773589212064,7.0,4.9006763907634525,75.42546203643542,75.42546203643542
high,low,0.94,0.12925907100945405,0.45368973528794976,0.8,0.3,0.9292590710094542,1.273155132356025,3.0,2.061588587799121,75.42546203643542,75.42546203643542
low,low,0.94,0.06551054554889023,0.1614971165413327,0.2,0.3,0.26551054554889025,1.4192514417293336,3.0,0.901872700038517,75.42546203643542,75.42546203643542
low,low,0.94,-0.12372169281463324,0.6121233675459341,0.2,0.3,0.07627830718536677,1.193938316227033,3.0,0.9000030830965245,75.42546203643542,75.42546203643542
high,high,0.94,0.27634982074739683,0.3636097706129374,0.8,0.7,1.076349820747397,1.3181951146935313,7.0,6.345178531273932,75.42546203643542,75.42546203643542
high,low,0.94,-0.08959579972707382,0.5947956976463965,0.8,0.3,0.7104042002729263,1.2026021511768017,3.0,1.684339120830463,75.42546203643542,75.42546203643542
low,low,0.94,-0.13515798459892664,0.7400097290667788,0.2,0.3,0.06484201540107337,1.1299951354666107,3.0,0.9000012952663973,75.42546203643542,75.42546203643542
low,high,0.94,-0.02832107718519919,0.4312895614472855,0.2,0.7,0.17167892281480082,1.2843552192763572,7.0,4.900191544661933,75.42546203643542,75.42546203643542
high,low,0.94,-0.12752019468030332,0.4609291788418144,0.8,0.3,0.6724798053196968,1.2695354105790928,3.0,1.6731146049477745,75.42546203643542,75.42546203643542
high,high,0.94,-0.09671681267679205,0.26139942205477174,0.8,0.7,0.7032831873232079,1.3693002889726142,7.0,5.781884062246538,75.42546203643542,75.42546203643542
low,low,0.94,0.059334389141331545,0.5742103641171804,0.2,0.3,0.25933438914133156,1.2128948179414099,3.0,0.9014227339417189,75.42546203643542,75.42546203643542
low,high,0.94,0.0004332728565110131,0.5353577996773037,0.2,0.7,0.20043327285651102,1.232321100161348,7.0,4.9003986327494875,75.42546203643542,75.42546203643542
high,low,0.94,0.01658653541286392,0.8117467078437519,0.8,0.3,0.816586535412864,1.094126646078124,3.0,1.7493180679457645,75.42546203643542,75.42546203643542
low,low,0.94,0.006369600106839255,0.35983904144403733,0.2,0.3,0.20636960010683927,1.3200804792779812,3.0,0.9004941161194698,75.42546203643542,75.42546203643542
low,low,0.94,-0.04707244329697501,0.7605545404464905,0.2,0.3,0.152927556703025,1.1197227297767547,3.0,0.9000936567846666,75.42546203643542,75.42546203643542
low,low,0.94,0.01031190887673164,0.45356589015265014,0.2,0.3,0.21031190887673165,1.273217054923675,3.0,0.9005238678827826,75.42546203643542,75.42546203643542
low,low,0.94,-0.24313474465570845,0.8999903797691365,0.2,0.3,-0.043134744655708435,1.0500048101154318,3.0,0.8999998432067197,75.42546203643542,75.42546203643542
high,low,0.94,-0.0446696864169461,0.19120764208156193,0.8,0.3,0.7553303135830539,1.404396178959219,3.0,1.8889191396353728,75.42546203643542,75.42546203643542
high,high,0.94,0.01329037145727679,0.5200672660298895,0.8,0.7,0.8132903714572768,1.2399663669850551,7.0,5.857672339517542,75.42546203643542,75.42546203643542
low,low,0.94,-0.149542861506099,0.9782307681704715,0.2,0.3,0.050457138493901016,1.0108846159147642,3.0,0.9000003306090014,75.42546203643542,75.42546203643542
high,low,0.94,0.03228590288543505,0.7526292979799908,0.8,0.3,0.8322859028854351,1.1236853510100047,3.0,1.7932754380183387,75.42546203643542,75.42546203643542
high,high,0.94,0.11877554908954531,0.4677653065774182,0.8,0.7,0.9187755490895454,1.266117346711291,7.0,6.038900399375104,75.42546203643542,75.42546203643542
low,high,0.94,0.07590198497927318,0.7789829831048114,0.2,0.7,0.2759019849792732,1.1105085084475943,7.0,4.90177539918216,75.42546203643542,75.42546203643542
high,low,0.94,-0.04089545242194217,0.9178944784796459,0.8,0.3,0.7591045475780579,1.0410527607601772,3.0,1.6376489552664304,75.42546203643542,75.42546203643542
low,high,0.94,-0.02955448257025713,0.39960345633380157,0.2,0.7,0.17044551742974287,1.300198271833099,7.0,4.900187041296924,75.42546203643542,75.42546203643542
low,high,0.94,-0.12560104479036424,0.596373672072696,0.2,0.7,0.07439895520963577,1.201813163963652,7.0,4.900002739498963,75.42546203643542,75.42546203643542
high,low,0.94,0.03449054338351507,0.7783831349138114,0.8,0.3,0.8344905433835151,1.1108084325430942,3.0,1.7859637289558736,75.42546203643542,75.42546203643542
high,high,0.94,0.005686563513721666,0.9416286557882083,0.8,0.7,0.8056865635137217,1.0291856721058958,7.0,5.685599833434085,75.42546203643542,75.42546203643542
low,high,0.94,0.07948370757537587,0.20749449218832017,0.2,0.7,0.2794837075753759,1.39625275390584,7.0,4.902380929423904,75.42546203643542,75.42546203643542
high,high,0.94,-0.005783368372070427,0.19999818532605196,0.8,0.7,0.7942166316279297,1.400000907336974,7.0,5.949668196386335,75.42546203643542,75.42546203643542
low,low,0.94,-0.13009858652086154,0.658258410429914,0.2,0.3,0.06990141347913847,1.170870794785043,3.0,0.9000019540639024,75.42546203643542,75.42546203643542
low,high,0.94,0.12099188329833449,0.3198861110847797,0.2,0.7,0.3209918832983345,1.34005694445761,7.0,4.904566605631318,75.42546203643542,75.42546203643542
low,low,0.94,-0.12081333651173648,0.03438619912326346,0.2,0.3,0.07918666348826353,1.4828069004383684,3.0,0.9000046168399645,75.42546203643542,75.42546203643542
high,high,0.94,-0.10374543169743507,0.11722032134918148,0.8,0.7,0.6962545683025649,1.4413898393254092,7.0,5.816730178485145,75.42546203643542,75.42546203643542
low,high,0.94,0.0015108970634013972,0.35171934983846564,0.2,0.7,0.20151089706340142,1.324140325080767,7.0,4.900439973676453,75.42546203643542,75.42546203643542
high,high,0.94,0.17597023799382935,0.848195274847631,0.8,0.7,0.9759702379938294,1.0759023625761845,7.0,5.943682926316412,75.42546203643542,75.42546203643542
high,low,0.94,-0.027952203802190073,0.6943740011765565,0.8,0.3,0.7720477961978099,1.1528129994117218,3.0,1.7342843551184925,75.42546203643542,75.42546203643542
high,high,0.94,-0.042039309113197136,0.9796696930761601,0.8,0.7,0.757960690886803,1.0101651534619198,7.0,5.614415283389398,75.42546203643542,75.42546203643542
high,high,0.94,0.020351595238648296,0.29739589672141364,0.8,0.7,0.8203515952386483,1.3513020516392933,7.0,5.955000024769604,75.42546203643542,75.42546203643542
high,low,0.94,-0.01885649572664298,0.7824818372107687,0.8,0.3,0.7811435042733571,1.1087590813946155,3.0,1.7142367912643182,75.42546203643542,75.42546203643542
high,low,0.94,-0.07972042215883623,0.8940055675597532,0.8,0.3,0.7202795778411638,1.0529972162201233,3.0,1.5987206840448676,75.42546203643542,75.42546203643542
low,high,0.94,0.01556697134775657,0.9435451958432511,0.2,0.7,0.21556697134775657,1.0282274020783744,7.0,4.90047863039412,75.42546203643542,75.42546203643542
